Site_name or object code,C14Age,C14SD,Lab_code,Lon,Lat,Location quality,Material_Dated,APA_reference,Ref_complete,Archaeological_context,Technology
Variante Canutal,1510,30,Beta-539467,,,,,"Sanchez, A., Amado, D., & Bustos, J. (2020). Unidades domesticas y analisis de paleodieta en grupos tardios de Ovejas Sucre: Programa de rescate y monitoreo arqueologico para la variante Canutal - AP Saman. Municipio de Ovejas - Sucre. Programa de arqueologia preventiva fase de rescate y monitoreo. Eiatec SAS.",yes,,
Variante Canutal,1020,30,Beta-539468,,,,,"Sanchez, A., Amado, D., & Bustos, J. (2020). Unidades domesticas y analisis de paleodieta en grupos tardios de Ovejas Sucre: Programa de rescate y monitoreo arqueologico para la variante Canutal - AP Saman. Municipio de Ovejas - Sucre. Programa de arqueologia preventiva fase de rescate y monitoreo. Eiatec SAS.",yes,,
Variante Canutal,290,30,Beta-539469,,,,,"Sanchez, A., Amado, D., & Bustos, J. (2020). Unidades domesticas y analisis de paleodieta en grupos tardios de Ovejas Sucre: Programa de rescate y monitoreo arqueologico para la variante Canutal - AP Saman. Municipio de Ovejas - Sucre. Programa de arqueologia preventiva fase de rescate y monitoreo. Eiatec SAS.",yes,,
Variante Canutal,90,30,Beta-539470,,,,,"Sanchez, A., Amado, D., & Bustos, J. (2020). Unidades domesticas y analisis de paleodieta en grupos tardios de Ovejas Sucre: Programa de rescate y monitoreo arqueologico para la variante Canutal - AP Saman. Municipio de Ovejas - Sucre. Programa de arqueologia preventiva fase de rescate y monitoreo. Eiatec SAS.",yes,,
Variante Canutal,1590,30,Beta-539471,,,,,"Sanchez, A., Amado, D., & Bustos, J. (2020). Unidades domesticas y analisis de paleodieta en grupos tardios de Ovejas Sucre: Programa de rescate y monitoreo arqueologico para la variante Canutal - AP Saman. Municipio de Ovejas - Sucre. Programa de arqueologia preventiva fase de rescate y monitoreo. Eiatec SAS.",yes,,
Varsovia,460,70,Beta-2568,-76.49,3.94,Reported,,"Bray, W., Herrera, L., & Cardale de Schrimpff, M. (1981). Excavations on Settlement Sites. Pro Calima, 2, 13-20.",yes,,
Varsovia,240,80,Beta-2569,-76.49,3.94,Reported,Charcoal,"Bray, W., Herrera, L., & Cardalle de Schrimpff, M. (1981). Excavations on settlement sites. Pro Calima, 2, 13-20.",yes,,
Varsovia,610,70,Beta-2570,-76.49,3.94,Reported,Charcoal,"Bray, W., Herrera, L., & Cardalle de Schrimpff, M. (1981). Excavations on settlement sites. Pro Calima, 2, 13-20.",yes,,
Varsovia,715,60,IVIC-160,-76.49,3.94,Reported,Wood,"Sutherland, D. (1972). Preliminary investigations into the prehistory of Santander, Colombia. [Doctoral thesis, Tulane University]",yes,,
Vasconia - Sitio 1,2000,50,Beta-131538,-75.5415,4.450694,Reported,,"Salgado Lopez, H., & Gómez, A. N. (2000). Pautas de asentamiento prehispanicas en Cajamarca-Tolima. Banco de la Republica Bogota.",yes,,
Vasconia - Sitio 1,1960,60,Beta-132489,-75.5415,4.450694,Reported,,"Salgado Lopez, H., & Gómez, A. N. (2000). Pautas de asentamiento prehispanicas en Cajamarca-Tolima. Banco de la Republica Bogota.",yes,,
Vasconia - Sitio 2,620,50,Beta-131539,-75.541639,4.453361,Reported,,"Salgado Lopez, H., & Gómez, A. N. (2000). Pautas de asentamiento prehispanicas en Cajamarca-Tolima. Banco de la Republica Bogota.",yes,,
Victoria Bosque T,1050,60,Beta-87014,,,,,,no,,
Victoria UMG297,2000,95,GX-21308,,,,,,no,,
Gachala,9360,45,GrN-8448,-73.521,4.7019,Reported,Charcoal,"Correal Urrego, G. (1979). Investigaciones arqueologicas en abrigos rocosos de Nemocon y Sueva, Sabana de Bogota (Colombia). Fundacion de Investigacioens Arqueologicas Nacionales. Banco de la Republica.",yes,,
Villa Azul,1330,35,GrN-14995,,,,,Nieto 1988,no,,
Guavio I,9360,45,GrN-8448,-73.5,4.683333,Reported,Charcoal,"Correal, G. (1990). Evidencias culturales durante el Pleistoceno y Holoceno de Colombia. Rev. Arqueol. Americana. 1: 33-68.",yes,,
Villa Azul,1100,90,Beta-21893,,,,,"Uribe, M. (1990). Cronologia absoluta de la arqueologia colombiana. Revista de Antropologia y Arqueologia, 1 (1), 205-233. Universidad de los Andes.",yes,,
Villa Azul,1020,70,Beta-21890,,,,,"Uribe, M. (1990). Cronologia absoluta de la arqueologia colombiana. Revista de Antropologia y Arqueologia, 1 (1), 205-233. Universidad de los Andes.",yes,,
Villa Azul Paqui,1850,90,Beta-21889,,,,,"Uribe, M. (1990). Cronologia absoluta de la arqueologia colombiana. Revista de Antropologia y Arqueologia, 1 (1), 205-233. Universidad de los Andes.",yes,,
Zipaquirá III,2100,60,GrN-8452,-74.01,5.02,Reported,Charred wood,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Zipaquira V,1955,40,GrN-8453,,,,Charred wood,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Villa Elisa,2390,60,Beta-77046,-75.99,5.08,Reported,,"Cano Echeverri, M. C. (1995). Investigaciones arqueologicas en Santuario (Risaralda).",yes,,
Villa Helena,1040,80,Beta-28409,-74.31,6.49,Reported,,"Lopez Castano, C. E. (1991). Investigaciones arqueologicas en el Magdalena Medio: cuenca del rio Carare Santander. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Villa Helena,660,50,Gif-1920,-74.31,6.49,Reported,,"Lopez Castano, C. E. (1991). Investigaciones arqueologicas en el Magdalena Medio: cuenca del rio Carare Santander. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Villa Helena,640,50,Gif-7909,-73.84,6.32,Reported,,"Lopez Castano, C. (1988). Contribucion al conocimiento arqueologico del Magdalena Medio: exploracion arqueologica en Cimitarra (Santander). [Unpublished undergraduate thesis, Universidad Nacional de Colombia].",yes,,
Villa Helena,660,50,Gif-7920,-73.84,6.32,Reported,,"Lopez Castano, C. (1988). Contribucion al conocimiento arqueologico del Magdalena Medio: exploracion arqueologica en Cimitarra (Santander). [Unpublished undergraduate thesis, Universidad Nacional de Colombia].",yes,,
MSQ14  Vistahermosa  (Mosquera),3410,35,GrN-12929,-74.25,4.683333,Reported,Charcoal,"Correal Urrego, G. (1989). Aguazuque: evidencia de cazadores recolectores y plantadores en la altiplanicie de la cordillera oriental. Fundacion de Investigaciones Arqueologicas. Banco de la Republica Bogota. https://babel.banrepcultural.org/digital/collection/p17054coll5/id/0/rec/1",yes,,
MSQ14  Vistahermosa  (Mosquera),3135,35,GrN-12928,-74.25,4.683333,Reported,Charcoal,"Correal Urrego, G. (1989). Aguazuque: evidencia de cazadores recolectores y plantadores en la altiplanicie de la cordillera oriental. Fundacion de Investigaciones Arqueologicas. Banco de la Republica Bogota. https://babel.banrepcultural.org/digital/collection/p17054coll5/id/0/rec/1",yes,,
Zipaquira,1920,35,GrN-8454,-74.01,5.02,Reported,Charred wood,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Vivero,485,50,Beta-250793,-74.24,11.04,Reported,,"Martinez Garcia, L. E., & Acevedo Zapata, J. L. (2008). Prospeccion arqueologica puerto rio Cordoba Cienaga Magdalena informe final. Corporacion GAIA.",yes,,
Volante A1,1250,30,Beta-307465,,,,Bone (H. sapiens),"Sanchez, A. (2023). Condiciones de vida prehispanicas, historicas y actuales entre grupos indigenas Zenu, Malibu, y Wayuu de la costa Caribe colombiana. Resultados de estudios arqueológicos realizados en proyectos del area Colombia norte de HOCOL S.A.",yes,,
Volcan uno - sitio uno,104,45,GX-28287,-74.98,4.24,Reported,,"Salgado Lopez, H. & Gómez, A. N. (2006). Antiguos pobladores en el Valle del Magdalena tolimense Espinal-Colombia. Universidad del Tolima Ediciones Aquelarre.",yes,,
Volcan uno - sitio uno,104,62,Beta-15113,-74.98,4.24,Reported,,"Salgado Lopez, H. & Gómez, A. N. (2006). Antiguos pobladores en el Valle del Magdalena tolimense Espinal-Colombia. Universidad del Tolima Ediciones Aquelarre.",yes,,
Volcan uno - sitio uno,1090,330,Darybreak,-74.98,4.24,Reported,,"Salgado Lopez, H., & Gómez, A. N. (2002). Pobladores de la cuenca media y baja del rio Coello Espinal-Tolima.  Banco de la Republica Bogota.",yes,,
Voyaverla KM 2+050,880,50,Beta-143560,-74.99,9.46,Reported,Charcoal,"Gonzalez, C. I. & Poveda Matallana, E. J. (2000). Rescate arqueologico sitio Voyaverla Km 2+050 gasoducto Ayombe-Guepaje. ICAN Bogota.",yes,,
VT-III,550,50,Beta-27818,-75.88,2.01,Reported,,"Sanchez, C. A. (1991). Arqueologia del Valle de Timana (Huila).  Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica. https://babel.banrepcultural.org/digital/collection/p17054coll5/id/2",yes,,
Y18,520,150,1304,-75.75,5.96,Reported,,"Aristizabal Espinosa, P., & Santos Vecino, G. A. (2002). Prospeccion arqueologica en los alrededores de Cerro Tusa municipio de Venecia Antioquia.",yes,,
Y21,1540,120,1306,-75.82,5.95,Reported,,"Aristizabal Espinosa, P., & Santos Vecino, G. A. (2002). Prospeccion arqueologica en los alrededores de Cerro Tusa municipio de Venecia Antioquia.",yes,,
Y25,450,180,1305,-75.83,5.92,Reported,,"Aristizabal Espinosa, P., & Santos Vecino, G. A. (2002). Prospeccion arqueologica en los alrededores de Cerro Tusa municipio de Venecia Antioquia.",yes,,
Yac 023,140,80,Beta-121627,-75.45,5.81,Reported,,"Briceno Torres, P. P., & Quintana Urrea, L. (1999). Arqueologia de rescate linea de transmision electrica a 500 Kv San Carlos-San Marcos. Interconexion Electrica Manizales.",yes,,
Yac-02 (San Carlos),640,50,Beta-77434,-75.06,6.18,Reported,,"Briceno Torres, P. P., & Quintana Urrea, L. (1999). Arqueologia de rescate linea de transmision electrica a 500 Kv San Carlos-San Marcos. Interconexion Electrica Manizales.",yes,,
Yac-16 (Abejorral),690,50,Beta-77435,-75.4,5.83,Reported,,"Briceno Torres, P. P., & Quintana Urrea, L. (1999). Arqueologia de rescate linea de transmision electrica a 500 Kv San Carlos-San Marcos. Interconexion Electrica Manizales.",yes,,
Yac-28,1630,60,Beta-121631,-75.53,5.7,Reported,,"Briceno Torres, P. P., & Quintana Urrea, L. (1999). Arqueologia de rescate li­nea de transmision electrica a 500 Kv San Carlos-San Marcos. Interconexion Electrica Manizales.",yes,,
Yacimiento  SA-CED-01,190,30,507624,-74.11,9.92,Reported,,"Sanchez Urriago, A. (2018). Prospeccion y plan de manejo arqueologico para los Pozos DF39, DF40, DF41, sus respectivas vi­as de acceso y lineas de flujo para la linea de flujo que conectara el Pozo DF35 con la Estacion Campo El Dificil. Ariguani, Magdalena: Informe final.",yes,,
Yacimiento 009,390,50,Beta-87725,,,,,"Munera, L. (1996). Arqueologia de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Yacimiento 009,970,70,Beta-87726,,,,,"Munera, L. (1996). Arqueologia de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Yacimiento 01 Los Pinos,1380,40,Beta-28162,-73.86,7.11,Reported,,"Serna Ramirez, A. (2010). Proyecto de arqueologia preventiva poliducto pozos Colorados-Ayacucho-Estacion Galan.",yes,,
Yacimiento 010,510,80,Beta-87727,,,,,"Munera, L. (1996). Arqueologia de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Yacimiento 06. La Morela,2570,60,Beta-97011,-74.42,6.49,Reported,,"Santos Vecino, G. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Yacimiento 06. La Morela,1940,80,Beta-97012,-74.42,6.49,Reported,,"Santos Vecino, G. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Yacimiento 06. La Morela,1780,60,Beta-97014,-74.42,6.49,Reported,,"Santos Vecino, G. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Yacimiento 1,1590,40,Beta-1590,-75.51,6.29,Reported,,"Munoz Zea, D. P. (2006). Formulacion y diseno de la gestion ambiental integral del proyecto Metrocable Arvi­: subcomponente arqueologico. Servicios Ambientales y Geograficos Itagui.",yes,,
Yacimiento 1,180,30,Beta-508152,-75.87,6.72,Reported,,"Yepes Villada, J. I., & Cardona Velasquez, L. C. (2019). Ejecucion plan de manejo arqueologico para la construccion de nuevas obras y la extension del area de obras del desarrollo minero Higabra municipio de Buritica Antioquia.",yes,,
Yacimiento 1 (Torre 5),510,50,Beta-108020,-75.1,6.27,Reported,,"Rodriguez Ramirez, C. (1997) Colonizacion agroalfarera tardia de los bosques en laderas andinas- el caso de los Patagoras en San Rafael Antioquia: rescate y monitoreo arqueologico linea de transmision Guatape - Jaguas.",yes,,
Yacimiento 1 (Torre 5),530,60,Beta-108021,-75.1,6.27,Reported,,"Rodriguez Ramirez, C. (1997) Colonizacion agroalfarera tardia de los bosques en laderas andinas- el caso de los Patagoras en San Rafael Antioquia: rescate y monitoreo arqueologico linea de transmision Guatape - Jaguas.",yes,,
Yacimiento 1 La Floresta (PK 80+960),230,30,Beta-456779,-75.46,9.42,Reported,,"Campo Mier, E. (2017). Programa de arqueologia preventiva rescate divulgacion arqueologia publica y monitoreo arqueologico gasoducto Loop San Mateo Mamonal informe final.",yes,,
Yacimiento 1 La Plataforma,1560,60,Beta-129459,-75.49,6.27,Reported,,"Castro Hernandez, G. (1999). Investigaciones arqueologicas en la cuenca alta de la quebrada Piedras Blancas corregimiento de Santa Elena Medellin.",yes,,
Yacimiento 1 La Plataforma,270,50,Beta-129457,-75.49,6.27,Reported,,"Castro Hernandez, G. (1999). Investigaciones arqueologicas en la cuenca alta de la quebrada Piedras Blancas corregimiento de Santa Elena Medellin.",yes,,
Yacimiento 10,510,80,87727,-75.62,4.97,Reported,,"Munera, L. (1996). Arqueologi­a de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Torre 57 Yacimiento 10 - Finca Las Pailas,550,70,Beta-82001,-76.16,8.04,Reported,,"Nieto Alvarado, L. E., & Espinosa, I. (1995). Programa de arqueologÃ­a de rescate en la lÃ­nea de transmisiÃ³n elÃ©ctrica Cerromatoso Uraba: informe final,Yacimiento 7- El Cabrero,880.0,70.0,Beta-82003,20240206_COL14_MAIN,-76.09,8.15,",yes,,
Yacimiento 10 San Miguel,10500,40,Beta-341947,-75.07,6,Reported,,"Yepes Villada, J. I., & Cardona Velasquez, L. C. (2016). Ejecucion del plan de manejo arqueologico proyecto hidroelectrico San Miguel a 44 4 Mw municipios de San Luis San Francisco y Cocorna Antioquia.",yes,,
Yacimiento 11 San Miguel,2460,30,Beta-341948,-75.07,6,Reported,,"Yepes Villada, J. I., & Cardona Velasquez, L. C. (2016). Ejecucion del plan de manejo arqueologico proyecto hidroelectrico San Miguel a 44 4 Mw municipios de San Luis San Francisco y Cocorna Antioquia.",yes,,
Torre 93 Yacimiento 12,510,70,Beta-82004,-75.76,8.12,Reported,,"Nieto Alvarado, L. E., & Espinosa, I. (1995). Programa de arqueologia de rescate en la li­nea de transmision electrica Cerromatoso Uraba: informe final.",yes,,
Yacimiento 13 (Montelibano),950,70,Beta-82002,-75.76,8.12,Reported,,"Nieto Alvarado, L. E., & Espinosa, I. (1995). Programa de arqueologÃ­a de rescate en la lÃ­nea de transmisiÃ³n elÃ©ctrica Cerromatoso Uraba: informe final,Yacimiento 7- El Cabrero,880.0,70.0,Beta-82003,20240206_COL14_MAIN,-76.09,8.15,",yes,,
Yacimiento 13 - La Mata de Mora,4510,30,Beta-400377,-75.71,7.13,Reported,,"Herrera Correa, C. M., & Botero Paez, S. (2015). Prospeccion e inventario de sitios arqueologicos del municipio de Ituango vereda Los Galgos antigua provincia de Brero primera etapa: informe final.",yes,,
Yacimiento 15 (Chinchina),7600,90,87730,-75.62,4.97,Reported,,"Munera, L. (1996). Arqueologi­a de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Yacimiento 15 (Chinchina),510,60,87728,-75.62,4.97,Reported,,"Munera, L. (1996). Arqueologia de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Yacimiento 15 (La Felisa La Pintada),1600,30,Beta-463536,-75.59,5.63,Reported,,"Restrepo Lotero, J. F. (2017). Implementacion del plan de manejo arqueologico en el proyecto de mejoramiento vial tramo UF5. La Felisa (Caldas) -  La Pintada (Antioquia). Fase de rescate yacimiento 15 Consorcio Constructor pacifico 3.",yes,,
Yacimiento 18 - El Hoyo,290,50,Beta-117706,-75.7,6.34,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 18 - El Hoyo,560,60,Beta-117707,-75.7,6.34,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 2 - San Vicente,1650,50,Beta-100529,-75.73,6.44,Reported,Charcoal,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2. Integral Ingenieros Consultores,yes,,
Yacimiento 2 (Buritica),180,30,Beta-508151,-75.87,6.72,Reported,,"Yepes Villada, J. I., & Cardona Velasquez, L. C. (2019). Ejecucion plan de manejo arqueologico para la construccion de nuevas obras y la extension del area de obras del desarrollo minero Higabra municipio de Buritica Antioquia.",yes,,
Yacimiento 2 (Cerromatoso),7060,60,Beta-123002,-75.54,7.95,Reported,,"Santos, G. A., Vergara Castaneda, F. A. & Quintero Zapata, O. D. (1999). Ocupaciones tempranas (Holoceno medio) y desarrollos agroalfareros en el medio San Jorge y alto Sinu: rescate y monitoreo arqueologico li­nea de transmision a 230Kv. Cerromatoso-Urra I.",yes,,
Yacimiento 2 (Cienaga de Oro),2440,30,Beta-511079,-75.68,8.86,Reported,,"Quintero Rua, A., & Restrepo Lotero, J. F. (2019). Implementacion del plan de manejo arqueologico para la concesion temporal RFL-15081. Fases de rescate y prospeccion de areas faltantes. Municipio de Cienaga de oro departamento de Cordoba. Construcciones El Condor S.A. Corumar.",yes,,
Yacimiento 2 (La Estrella),2230,60,Beta-118098,-75.64,6.14,Reported,Charcoal,"Gonzalo Castro, H. (1998). Prospeccion y valoracion del patrimonio arqueologico en el corregimiento de Pueblo Viejo municipio de la Estrella.",yes,,
Yacimiento 2 (Necocli),430,30,Beta-395060,-76.71,8.5,Reported,,"Restrepo Lotero, J. F. (2015). Salvamento y monitoreo arqueologico en el yacimiento 2 sitio las Guacamayas en la reconstruccion del punto critico sitio las Guacamayas via Necocli - El Mellito municipio de Necocli,­ departamento de Antioquia. Informe final.",yes,,
Yacimiento 2 Macumba (PK 92+650),1380,30,Beta-456780,-75.44,9.54,Reported,,"Campo Mier, E. (2017). Programa de arqueologia preventiva rescate divulgacion arqueologia publica y monitoreo arqueologico gasoducto Loop San Mateo Mamonal informe final.",yes,,
Yacimiento 22. El Bosque,5460,70,Beta-97016,-75.02,6.56,Reported,,"Santos Vecino, G. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Yacimiento 22. El Bosque,3280,770,Beta-97018,-75.02,6.56,Reported,,"Santos Vecino, G. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Yacimiento 23. Los Planes,200,60,Beta-97019,-75.16,6.52,Reported,,"Santos Vecino, G. A. (1997). Programa de arqueologi­a de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Yacimiento 26,630,40,Beta-205276,-75.15,6.92,Reported,Charcoal,"Otero de Santos, H., & Santos, G. (2006). Las ocupaciones prehispanicas del canon del rio Porce: prospeccion rescate y monitoreo arqueologico. Proyecto hidroelectrico Porce III obras de infraestructura informe final.  3 Vols. EPM.",yes,,
Yacimiento 26. El Porvenir,1140,50,Beta-97020,-75.1,6.54,Reported,,"Santos Vecino, G. A. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol-Medellin.",yes,,
Yacimiento 28,8860,80,Beta-128600,-76.13,8.07,Reported,,"Santos, G. A., Vergara Castaneda, F. A. & Quintero Zapata, O. D. (1999). Ocupaciones tempranas (Holoceno medio) y desarrollos agroalfareros en el medio San Jorge y alto Sinu: rescate y monitoreo arqueologico li­nea de transmision a 230Kv. Cerromatoso-Urra I.",yes,,
Yacimiento 28 El Pescado,7260,40,Beta-341949,-75.05,5.97,Reported,,"Yepes Villada, J. I., & Cardona Velasquez, L. C. (2016). Ejecucion del plan de manejo arqueologico proyecto hidroelectrico San Miguel a 44 4 Mw municipios de San Luis San Francisco y Cocorna Antioquia.",yes,,
Yacimiento 28 El Pescado,10570,40,Beta-341950,-75.05,5.97,Reported,,"Yepes Villada, J. I., & Cardona Velasquez, L. C. (2016). Ejecucion del plan de manejo arqueologico proyecto hidroelectrico San Miguel a 44 4 Mw municipios de San Luis San Francisco y Cocorna Antioquia.",yes,,
Yacimiento 30. Molino Viejo,200,60,Beta-97021,-75.26,6.49,Reported,,"Santos Vecino, G. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Yacimiento 32 (Copacabana),90,60,Beta-146038,-75.49,6.35,Reported,,"Cuello Diaz, A. C. (2000). Reconocimiento y prospeccion arqueologica en el area comprendida por la cuenca de la quebrada La Chuscala Copacabana (Antioquia). [Tesis de pregrado no publicada, Universidad de Antioquia].",yes,,
Yacimiento 32 (San Jorge y Alto Sinu),1780,40,Beta-128604,-75.55,7.95,Reported,,"Santos, G. A., Vergara Castaneda, F. A. & Quintero Zapata, O. D. (1999). Ocupaciones tempranas (Holoceno medio) y desarrollos agroalfareros en el medio San Jorge y alto Sinu: rescate y monitoreo arqueologico li­nea de transmision a 230Kv. Cerromatoso-Urra I.",yes,,
Yacimiento 32. El Diamante,1650,50,Beta-97022,-75.34,6.44,Reported,,"Santos Vecino, G. (1997). Programa de arqueologia de rescate de la linea troncal del gasoducto Sebastopol Medellin.",yes,,
Torre 301 Yacimiento 35,200,80,Beta-102880,-75.58,5.41,Reported,,"Moreno, M. C., Diaz, C., Briceno, P., & Quintana, L. (1999). Arqueologia de rescate linea de transmision electrica a 500kv San Carlos-San Marcos.  Informe final fase de rescate arqueologico.",yes,,
Torre 301 Yacimiento 35,480,60,Beta-102881,-75.58,5.41,Reported,,"Moreno, M. C., Diaz, C., Briceno, P., & Quintana, L. (1999). Arqueologia de rescate linea de transmision electrica a 500kv San Carlos-San Marcos.  Informe final fase de rescate arqueologico.",yes,,
YACIMIENTO 35,450,60,Beta-121633,-75.58,5.41,Reported,,"Moreno, M. C., Diaz, C., Briceno, P., & Quintana, L. (1999). Arqueologia de rescate linea de transmision electrica a 500kv San Carlos-San Marcos. Informe final fase de rescate arqueologico.",yes,,
Yacimiento 37,2580,80,Beta-128605,-76.12,8.07,Reported,,"Santos, G. A., Vergara Castaneda, F. A. & Quintero Zapata, O. D. (1999). Ocupaciones tempranas (Holoceno medio) y desarrollos agroalfareros en el medio San Jorge y alto Sinu: rescate y monitoreo arqueologico li­nea de transmision a 230Kv. Cerromatoso-Urra I.",yes,,
Yacimiento 38,1530,40,Beta-128606,-76.12,8.06,Reported,,"Santos, G. A., Vergara Castaneda, F. A. & Quintero Zapata, O. D. (1999). Ocupaciones tempranas (Holoceno medio) y desarrollos agroalfareros en el medio San Jorge y alto Sinu: rescate y monitoreo arqueologico li­nea de transmision a 230Kv. Cerromatoso-Urra I.",yes,,
Yacimiento 4,730,60,Beta-103450,-74.57,6.23,Reported,,"Castillo Espitia, N. (1997). Rescate y monitoreo arqueologico en el area del proyecto de la termoelectrica La Sierra.",yes,,
Yacimiento 4,700,70,Beta-103451,-74.57,6.23,Reported,,"Castillo Espitia, N. (1997). Rescate y monitoreo arqueologico en el area del proyecto de la termoelectrica La Sierra.",yes,,
Yacimiento 4,750,80,Beta-103452,-74.57,6.23,Reported,,"Castillo Espitia, N. (1997). Rescate y monitoreo arqueologico en el area del proyecto de la termoelectrica La Sierra.",yes,,
Yacimiento 4,850,80,Beta-103453,-74.57,6.23,Reported,,"Castillo Espitia, N. (1997). Rescate y monitoreo arqueologico en el area del proyecto de la termoelectrica La Sierra.",yes,,
Yacimiento 40,3300,70,Beta-205285,-75.1,6.98,Reported,Sediment,"Otero de Santos, H., & Santos, G. (2006). Las ocupaciones prehispanicas del canon del rio Porce: prospeccion rescate y monitoreo arqueologico. Proyecto hidroelectrico Porce III obras de infraestructura informe final.  3 Vols. EPM.",yes,,
Yacimiento 5 - Garabato,1520,50,Beta-100531,-75.73,6.42,Reported,Charcoal,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2. Integral Ingenieros Consultores,yes,,
Yacimiento 5 - Garabato,1620,40,Beta-116879,-75.73,6.42,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 5 El Pescado,200,30,Beta-341946,-75.07,6,Reported,,"Yepes Villada, J. I., & Cardona Velasquez, L. C. (2016). Ejecucion del plan de manejo arqueologico proyecto hidroelectrico San Miguel a 44 4 Mw municipios de San Luis San Francisco y Cocorna Antioquia.",yes,,
Yacimiento 6 (San Rafael),970,60,Beta-108022,-75.07,6.3,Reported,,"Rodriguez Ramirez, C. (1997) Colonizacion agroalfarera tardia de los bosques en laderas andinas- el caso de los Patagoras en San Rafael Antioquia: rescate y monitoreo arqueologico linea de transmision Guatape - Jaguas.",yes,,
Yacimiento 6 - El Llano de San Juan,100,50,Beta-116152,-75.73,6.4,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 6 - El Llano de San Juan,350,50,Beta-116153,-75.73,6.4,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 6. UGP 18,1120,40,Beta-254734,-74.94,5.58,Reported,,"Cardona Velasquez, L. C. (2009). Proyecto Manso: prospeccion rescate y monitoreo arqueologico. Informe final.",yes,,
Yacimiento 7 - Escuela Llano de San Juan,50,70,Beta-116154,-75.72,6.39,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 7- El Cabrero,880,70,Beta-82003,-76.09,8.15,Reported,,"Nieto Alvarado, L. E., & Espinosa, I. (1995). Programa de arqueologí­a de rescate en la lí­nea de transmisión eléctrica Cerromatoso Uraba: informe final,Yacimiento 7- El Cabrero",yes,,
Yacimiento 7. UGP 19,2770,40,Beta-254735,-74.94,5.58,Reported,,"Cardona Velasquez, L. C. (2009). Proyecto Manso: prospeccion rescate y monitoreo arqueologico. Informe final.",yes,,
